[22-May-2024 11:48:32 UTC] PHP Warning:  Failed loading Zend extension 'php_opcache.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_opcache.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_opcache.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  Failed loading Zend extension 'php_xdebug.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_xdebug.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_xdebug.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_curl.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_curl.dll (The specified module could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_curl.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_gettext.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_gettext.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_gettext.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_openssl.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_openssl.dll (The specified module could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_openssl.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_exif.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_exif.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_exif.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_gd.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_gd.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_gd.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_ftp.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_ftp.dll (The specified module could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_ftp.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_ffi.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_ffi.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_ffi.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_imap.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_imap.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_imap.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_bz2.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_bz2.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_bz2.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_mbstring.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_mbstring.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_mbstring.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_sodium.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_sodium.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_sodium.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_tidy.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_tidy.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_tidy.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_xsl.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_xsl.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_xsl.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_soap.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_soap.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_soap.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_mysqli.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_mysqli.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_mysqli.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_pdo_mysql.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_pdo_mysql.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_pdo_mysql.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_fileinfo.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_fileinfo.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_fileinfo.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_pdo_sqlite.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_pdo_sqlite.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_pdo_sqlite.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_sqlite3.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_sqlite3.dll (The specified procedure could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_sqlite3.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_imagick.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_imagick.dll (The specified module could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_imagick.dll.dll (The specified module could not be found)) in Unknown on line 0
[22-May-2024 11:48:33 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_intl.dll' (tried: C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_intl.dll (The specified module could not be found), C:/Users/User/AppData/Roaming/Local/lightning-services/php-8.0.30+0/bin/win64/ext\php_php_intl.dll.dll (The specified module could not be found)) in Unknown on line 0
[28-May-2024 16:55:32 UTC] PHP Notice:  Error when decoding a JSON file at path C:/Users/User/Local Sites/coding-mate/app/public/wp-content/themes/Own/theme.json: Syntax error in C:\Users\User\Local Sites\coding-mate\app\public\wp-includes\functions.php on line 4626
[28-May-2024 17:12:31 UTC] PHP Notice:  Error when decoding a JSON file at path C:/Users/User/Local Sites/coding-mate/app/public/wp-content/themes/Own/theme.json: Syntax error in C:\Users\User\Local Sites\coding-mate\app\public\wp-includes\functions.php on line 4626
[28-May-2024 17:12:33 UTC] PHP Notice:  Error when decoding a JSON file at path C:/Users/User/Local Sites/coding-mate/app/public/wp-content/themes/Own/theme.json: Syntax error in C:\Users\User\Local Sites\coding-mate\app\public\wp-includes\functions.php on line 4626
[28-May-2024 17:12:35 UTC] PHP Notice:  Error when decoding a JSON file at path C:/Users/User/Local Sites/coding-mate/app/public/wp-content/themes/Own/theme.json: Syntax error in C:\Users\User\Local Sites\coding-mate\app\public\wp-includes\functions.php on line 4626
